cod_cliente,cnpj,holding,nome_cliente,id_gerente_area,gerente_area,cidterritory,vendedor,endereco,uf,cidade,lat,long,estrelas_batalhas,estrelas_espaco_em_loja,estrelas_inovacao,estrelas_ponto_extra,estrelas_preco,estrelas_sortimento_prioritario,estrelas_total,sellout_ton_ytd,trend_l6m
100137172,7770185000162,DIA BRASIL,AIR FERREIRA E PEREIRA LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R OSWALDO COCHRANE,81, SANTOS, SP, 11040-111, Brasil",SP,SANTOS,-23.9740226,-46.3162881,,,,,,,,2.3897889,0.012407827999999994
100137178,31600178000105,DIA BRASIL,JDN SUPERMERCADO LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R PRSA ISABEL,245, SAO PAULO, SP, 04601-000, Brasil",SP,SAO PAULO,-23.6229209,-46.6837518,,,,,,,,0.78921949,-0.001220135714285712
100137180,4745390000180,DIA BRASIL,MERCADO E ACOUGUE RTN LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R SAO CAETANO,352, SAO PAULO, SP, 01104-000, Brasil",SP,SAO PAULO,-23.535171,-46.629617,,,,,,,,5.20025121,-0.016828197142857198
100137181,62216692000167,DIA BRASIL,BOI DE OURO COML DE ALIMENTOS LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV RANGEL PESTANA,1330, SAO PAULO, SP, 03002-000, Brasil",SP,SAO PAULO,-23.5459577,-46.6214705,,,,,,,,1.20550566,-0.011238351000000027
100137186,3476811057420,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"EST ARCILIO MOREIRA DA SILVA,51, SAO JOSE DOS CAMPOS, SP, 12236-852, Brasil",SP,SAO JOSE DOS CAMPOS,-23.2613985,-45.90009329999999,,,,,,,,,
100137187,3476811052208,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR CARDOSO DE MELO,406, SAO PAULO, SP, 04548-002, Brasil",SP,SAO PAULO,-23.6014113,-46.678112,,,,,,,,,
100137189,1396173000133,DIA BRASIL,HMA COM ADM E PLAN OPERACIONAL LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DA MOOCA,4444, SAO PAULO, SP, 03165-002, Brasil",SP,SAO PAULO,-23.5617919,-46.5833582,,,,,,,,1.43791486,-0.002313845999999996
100137190,22920437000186,DIA BRASIL,SUPERMERCADO MAIS AGUA DOCE LTDA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ATLANTICA,322, SANTO ANDRE, SP, 09060-000, Brasil",SP,SANTO ANDRE,-23.6658553,-46.54456920000001,,,,,,,,,
100137192,3476811051147,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DR EDGARD PEREIRA DE SOUZA,187, CAMPINAS, SP, 13058-520, Brasil",SP,CAMPINAS,-22.944672,-47.18991,,,,,,,,,
100137193,3476811103805,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LORIVAL JAUBERT SILVA BRAGA,965, BROTAS, SP, 17380-000, Brasil",SP,BROTAS,-22.2827016,-48.1298412,,,,,,,,,
100137194,3476811104445,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV GARCES,290, TAMBAU, SP, 13710-000, Brasil",SP,TAMBAU,-21.706731,-47.2764234,,,,,,,,,
100137195,3476811054758,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PIRACICAMIRIM,2455, PIRACICABA, SP, 13417-780, Brasil",SP,PIRACICABA,-22.7323758,-47.6342149,,,,,,,,,
100137196,3476811052119,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR MORAES SALLES,1413, CAMPINAS, SP, 13100-201, Brasil",SP,CAMPINAS,-22.9049324,-47.0511908,,,,,,,,1.51862247,-0.0006396800000000026
100137197,3476811055720,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DO ROSARIO,11, VARGEM GRANDE DO SUL, SP, 13880-000, Brasil",SP,VARGEM GRANDE DO SUL,-21.8349659,-46.8951346,,,,,,,,,
100137198,3476811052623,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MOGI MIRIM,660, CONCHAL, SP, 13835-970, Brasil",SP,CONCHAL,-22.3395231,-47.1694922,,,,,,,,,
100137199,3476811053352,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R GENERAL OSORIO,1158, CAMPINAS, SP, 13010-111, Brasil",SP,CAMPINAS,-22.9037033,-47.0585909,,,,,,,,0.10198615999999999,
100137200,3476811053867,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PEDROSO DE MORAIS,619, SAO PAULO, SP, 05419-000, Brasil",SP,SAO PAULO,-23.5647906,-46.6910971,,,,,,,,,
100137201,3476811054910,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CORONEL DIOGO,1430, SAO PAULO, SP, 01545-001, Brasil",SP,SAO PAULO,-23.58134,-46.61513,,,,,,,,,
100137202,3476811057854,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PROF LUIZ I ANHAIA MELLO,1144, SAO PAULO, SP, 03154-000, Brasil",SP,SAO PAULO,-23.5853614,-46.5826003,,,,,,,,2.60494161,0.0029762719999999695
100137203,3476811055215,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R FIOD ANTONIO,12, IGARAPAVA, SP, 14540-000, Brasil",SP,IGARAPAVA,-20.0398754,-47.746676,,,,,,,,,
100137204,3476811053786,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LINO JD,703, SANTO ANDRE, SP, 09041-031, Brasil",SP,SANTO ANDRE,-23.6622566,-46.5382097,,,,,,,,1.25151546,0.011897291714285716
100137205,3476811053948,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA DOS AICAS,132, SAO PAULO, SP, 04086-000, Brasil",SP,SAO PAULO,-23.6053928,-46.6550348,,,,,,,,,
100137206,3476811056297,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAO DE MORAES GOES,400, PIRACAIA, SP, 12970-000, Brasil",SP,PIRACAIA,-23.0552435,-46.3531479,,,,,,,,4.21983133,0.022666026857142835
100137207,3476811055134,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R HEITOR PEIXOTO,910, SAO PAULO, SP, 01543-001, Brasil",SP,SAO PAULO,-23.5761716,-46.6183997,,,,,,,,1.40147216,0.0006071708571428739
100137208,3476811056963,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ABILIO SOARES,753, SAO PAULO, SP, 04005-003, Brasil",SP,SAO PAULO,-23.5761582,-46.6485278,,,,,,,,,
100137209,3476811055800,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR GUILHERME D VILLARES,836, SAO PAULO, SP, 05640-001, Brasil",SP,SAO PAULO,-23.6102597,-46.7425978,,,,,,,,,
100137210,3476811058664,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AURELIA,440, SAO PAULO, SP, 05046-000, Brasil",SP,SAO PAULO,-23.5257203,-46.6979402,,,,,,,,1.43707999,0.004514516285714274
100137211,3476811040021,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV NOSSA SA DO BOM SUCESSO,1870, PINDAMONHANGABA, SP, 12420-010, Brasil",SP,PINDAMONHANGABA,-22.9560102,-45.4622032,,,,,,,,,
100137212,3476811011510,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R 9 DE JULHO,867, SALTO, SP, 13322-000, Brasil",SP,SALTO,-23.2011932,-47.2892986,,,,,,,,,
100137213,3476811007679,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R RAFAEL DE BARROS,288, LEME, SP, 13610-200, Brasil",SP,LEME,-22.1830148,-47.385921,,,,,,,,,
100137214,3476811030816,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CRUZEIRO DO SUL,2055, BAURU, SP, 17030-743, Brasil",SP,BAURU,-22.3204117,-49.0395784,,,,,,,,,
100137215,3476811043128,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CAMUCIM,178, CAMPINAS, SP, 13056-463, Brasil",SP,CAMPINAS,-22.9678042,-47.1497677,,,,,,,,,
100137216,3476811044523,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MARCIAL,387, SAO PAULO, SP, 03169-040, Brasil",SP,SAO PAULO,-23.5510746,-46.5951493,,,,,,,,2.81723089,0.015806371142857135
100137217,3476811046909,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LAFAYETE ARRUDA CAMARGO,248, CAMPINAS, SP, 13088-540, Brasil",SP,CAMPINAS,-22.8530592,-47.0408298,,,,,,,,1.72584851,0.008592466285714289
100137218,3476811021744,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV XV DE NOVEMBRO,1472, BARIRI, SP, 17250-970, Brasil",SP,BARIRI,-22.0707479,-48.7336105,,,,,,,,,
100137219,3476811027785,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R LOURENCO INOCENTINI,200, SAO CARLOS, SP, 13567-620, Brasil",SP,SAO CARLOS,-22.010448,-47.86900869999999,,,,,,,,,
100137220,3476811014705,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV JOSE CANDIDO PORTO,731, JACAREI, SP, 12301-000, Brasil",SP,JACAREI,-23.2724065,-45.93664709999999,,,,,,,,,
100137221,3476811043632,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOSE BONIFACIO,401, SERRA NEGRA, SP, 13930-000, Brasil",SP,SERRA NEGRA,-22.6152188,-46.702566,,,,,,,,1.76381523,0.02050916428571428
100137222,3476811043470,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ADHEMAR DE BARROS,45, IGUAPE, SP, 11920-000, Brasil",SP,IGUAPE,-24.7026234,-47.5616792,,,,,,,,4.77352371,0.0057435560000000125
100137223,3476811020934,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LEONOR DE OLIVEIRA,SN, MAIRIPORA, SP, 07600-231, Brasil",SP,MAIRIPORA,-23.3200747,-46.5923936,,,,,,,,3.52664369,-0.001061265142857136
100137224,3476811000232,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV COCA,857, SAO PAULO, SP, 08030-000, Brasil",SP,SAO PAULO,-23.503906,-46.4283917,,,,,,,,,
100137225,3476811045767,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TOBIAS LIMA,456, BEBEDOURO, SP, 14700-400, Brasil",SP,BEBEDOURO,-20.9444719,-48.4778628,,,,,,,,,
100137226,3476811094032,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R NOVE DE JULHO,46, SANTA ISABEL, SP, 07500-000, Brasil",SP,SANTA ISABEL,-23.3231469,-46.2311296,,,,,,,,2.82431153,0.002087423714285708
100137227,3476811047468,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ORVILLE DERBY,222, SAO PAULO, SP, 03112-030, Brasil",SP,SAO PAULO,-23.5571319,-46.6035541,,,,,,,,1.39371745,-0.0015767588571428772
100137228,3476811052542,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R BOM JESUS,298, IBITINGA, SP, 14940-000, Brasil",SP,IBITINGA,-21.75911,-48.8275428,,,,,,,,,
100137229,3476811049240,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DO PARAISO,806, SAO PAULO, SP, 04103-001, Brasil",SP,SAO PAULO,-23.575245,-46.6356993,,,,,,,,,
100137230,3476811073205,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TRIPOLI,128, SAO PAULO, SP, 05303-020, Brasil",SP,SAO PAULO,-23.5268623,-46.733147,,,,,,,,,
100137231,3476811071920,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV BRIGADEIRO LUIS ANTONIO,2478, SAO PAULO, SP, 01402-000, Brasil",SP,SAO PAULO,-23.568999,-46.6503913,,,,,,,,,
100137232,3476811079742,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CUMARU,281, CAMPINAS, SP, 13098-324, Brasil",SP,CAMPINAS,-22.8227662,-47.0358552,,,,,,,,1.64349303,0.012096770857142846
100137233,3476811049088,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA BARAO DE LIMEIRA,513, SAO PAULO, SP, 01202-001, Brasil",SP,SAO PAULO,-23.5366034,-46.6460476,,,,,,,,2.41323166,0.006962586285714269
100137234,3476811052380,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CIPRIANO BARATA,977, SAO PAULO, SP, 04205-000, Brasil",SP,SAO PAULO,-23.5781353,-46.606024,,,,,,,,,
100137235,3476811048863,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LAVANDISCA,662, SAO PAULO, SP, 04515-011, Brasil",SP,SAO PAULO,-23.6031147,-46.6641829,,,,,,,,1.3431055,0.012094279999999997
100137236,3476811074600,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CANDELARIA,950, INDAIATUBA, SP, 13330-180, Brasil",SP,INDAIATUBA,-23.0870431,-47.2161672,,,,,,,,1.69839103,0.004238724571428568
100137237,3476811073701,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV PEDRO DE TOLEDO,940, JOSE BONIFACIO, SP, 15200-000, Brasil",SP,JOSE BONIFACIO,-21.0560273,-49.6837287,,,,,,,,,
100137238,3476811072497,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"ALAMEDA DOS MARACATINS,552, SAO PAULO, SP, 04089-001, Brasil",SP,SAO PAULO,-23.605945,-46.659878,,,,,,,,1.7988283,0.01346098485714286
100137239,3476811074945,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CONSELHEIRO NEBIAS,788, SANTOS, SP, 11045-002, Brasil",SP,SANTOS,-23.9686898,-46.32443780000001,,,,,,,,,
100137240,3476811075755,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ITAPICURU,837, SAO PAULO, SP, 05006-000, Brasil",SP,SAO PAULO,-23.5333048,-46.6716075,,,,,,,,,
100137241,3476811075240,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TUIM,535, SAO PAULO, SP, 04514-102, Brasil",SP,SAO PAULO,-23.6015246,-46.6697816,,,,,,,,1.38902943,0.007517324285714275
100137242,3476811073469,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DAS PALMEIRAS,359, SAO PAULO, SP, 01226-010, Brasil",SP,SAO PAULO,-23.5366112,-46.6524472,,,,,,,,,
100137243,3476811077618,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR CARDOSO DE MELO,1615, SAO PAULO, SP, 04548-005, Brasil",SP,SAO PAULO,-23.5968327,-46.68886759999999,,,,,,,,3.2875784,0.006117486571428592
100137244,3476811076999,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ANGELICA,968, SAO PAULO, SP, 01228-000, Brasil",SP,SAO PAULO,-23.5412438,-46.6559947,,,,,,,,1.95514916,0.003849578857142851
100137245,3476811077103,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV C VERDE,550, SAO PAULO, SP, 02520-000, Brasil",SP,SAO PAULO,-23.5101674,-46.5094991,,,,,,,,2.25263626,0.00823688942857144
100137246,3476811077960,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DR EPITACIO PESSOA,56, SANTOS, SP, 11045-300, Brasil",SP,SANTOS,-23.9716057,-46.3226155,,,,,,,,1.81482523,0.006985956857142869
100137247,3476811078509,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AUGUSTA,2239, SAO PAULO, SP, 01413-000, Brasil",SP,SAO PAULO,-23.5615366,-46.663683,,,,,,,,,
100137248,3476811077294,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ALGEMESI,21, SAO PAULO, SP, 05717-190, Brasil",SP,SAO PAULO,-23.6345213,-46.7327435,,,,,,,,0.8587599100000001,0.006377611428571419
100137249,3476811076565,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R FIDENCIO RAMOS,36, SAO PAULO, SP, 04551-010, Brasil",SP,SAO PAULO,-23.5941992,-46.6840971,,,,,,,,,
100137250,3476811077707,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R VINTE E QUATRO DE MAIO,108, SAO PAULO, SP, 01041-000, Brasil",SP,SAO PAULO,-23.5440076,-46.63944720000001,,,,,,,,1.61238502,-0.0246614837142857
100137251,3476811080759,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TUCUNA,994, SAO PAULO, SP, 05021-010, Brasil",SP,SAO PAULO,-23.535778,-46.6864366,,,,,,,,,
100137252,3476811053000,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV AMERICO PEREIRA LIMA,493, MOCOCA, SP, 13736-260, Brasil",SP,MOCOCA,-21.4755351,-47.0077694,,,,,,,,,
100137253,3476811079823,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AMAPA,405, REGISTRO, SP, 11900-000, Brasil",SP,REGISTRO,-24.4978531,-47.8401252,,,,,,,,,
100137254,3476811081054,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CARDOSO DE ALMEIDA,946, SAO PAULO, SP, 05013-001, Brasil",SP,SAO PAULO,-23.538815,-46.6692609,,,,,,,,1.6030047,0.004339611714285715
100137255,3476811080082,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV GUILHERME ALFIERI,33, SANTA ISABEL, SP, 07500-000, Brasil",SP,SANTA ISABEL,-23.3179409,-46.2254888,,,,,,,,,
100137256,3476811059040,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AIMBERE,270, SAO PAULO, SP, 05018-010, Brasil",SP,SAO PAULO,-23.5330034,-46.6788565,,,,,,,,,
100137257,3476811058907,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R ALMIRANTE MARQUES LEAO 656,400, SAO PAULO, SP, 01330-902, Brasil",SP,SAO PAULO,-23.562424,-46.64921,,,,,,,,1.74488567,-0.001169149714285729
100137258,3476811060642,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R VOLUNTARIOS DA PATRIA,2764, SAO PAULO, SP, 02402-100, Brasil",SP,SAO PAULO,-23.4958999,-46.6260994,,,,,,,,1.7117500099999998,0.0037183651428571323
100137259,3476811060804,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R TEODORO SAMPAIO,1249, SAO PAULO, SP, 05405-100, Brasil",SP,SAO PAULO,-23.5600809,-46.6815969,,,,,,,,1.60825371,0.0005487537142857115
100137260,3476811061290,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R MAJOR DIOGO,528, SAO PAULO, SP, 01324-000, Brasil",SP,SAO PAULO,-23.5558411,-46.6431854,,,,,,,,1.73037577,0.0009452497142857046
100137261,3476811062939,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CONS MOREIRA DE BARROS,769, SAO PAULO, SP, 02018-012, Brasil",SP,SAO PAULO,-23.4938627,-46.6320154,,,,,,,,1.71494167,0.0035254954285714193
100137262,3476811063234,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R CRISTOVAO PEREIRA,1435, SAO PAULO, SP, 04620-011, Brasil",SP,SAO PAULO,-23.6263444,-46.6702417,,,,,,,,,
100137263,3476811061452,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV DONA GERTRUDES,867, ATIBAIA, SP, 12942-540, Brasil",SP,ATIBAIA,-23.1235568,-46.564997,,,,,,,,1.3505545,0.007404015142857152
100137264,3476811061029,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R AFONSO BRAZ,578, SAO PAULO, SP, 04511-001, Brasil",SP,SAO PAULO,-23.5950699,-46.6693101,,,,,,,,,
100137265,3476811064044,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R DR ALBUQUERQUE LINS,680, SAO PAULO, SP, 01230-000, Brasil",SP,SAO PAULO,-23.5358367,-46.6570192,,,,,,,,1.5121626400000001,0.012348655428571423
100137266,3476811065105,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"R JOAQUIM FLORIANO,317, SAO PAULO, SP, 04534-010, Brasil",SP,SAO PAULO,-23.5844984,-46.6730428,,,,,,,,,
100137267,3476811067906,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV LEOPOLDO CARLOS DE OLIVEIRA,696, MIGUELOPOLIS, SP, 14530-000, Brasil",SP,MIGUELOPOLIS,-20.1797536,-48.0269167,,,,,,,,,
100137268,3476811064397,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CHAMPAGNAT,277, BRODOWSKI, SP, 14340-000, Brasil",SP,BRODOWSKI,-20.9886577,-47.6565467,,,,,,,,,
100137269,3476811067817,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV ANTONIO JOAQUIM MENDES,451, PIRASSUNUNGA, SP, 13631-110, Brasil",SP,PIRASSUNUNGA,-22.0115028,-47.4249442,,,,,,,,,
100137270,3476811065369,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"PC DR BARRETO,29, CASA BRANCA, SP, 13700-000, Brasil",SP,CASA BRANCA,-21.7719614,-47.0870223,,,,,,,,,
100137271,3476811066683,DIA BRASIL,DIA BRASIL SOCIEDADE LIMITADA,02020300,GUSTAVO OLIVEIRA,02020303,SERGIO PASTORI,"AV CAMPOS SALLES,270, CAMPINAS, SP, 13010-080, Brasil",SP,CAMPINAS,-22.9070476,-47.0656391,,,,,,,,,
