cnpj,cod_cliente,cidcustomer,nome_cliente,vendedor,cidterritory,endereco,lat,long,uf,cidade,gerente_area,estrelas_batalhas,estrelas_espaco_em_loja,estrelas_inovacao,estrelas_ponto_extra,estrelas_preco,estrelas_sortimento_prioritario,estrelas_total,estrelas_total_eff,has_stars,star_need_abs,sellout_ton_ytd,s_sell12,trend_l6m,trend_need,s_trend,score,tem_estrelas,prioritario
28833532000129,100137151,100137151,W&P COMERCIO DE ALIMENTOS LTDA,SERGIO PASTORI,2020303,"R FIACAO DA SAUDE,341, SAO PAULO, SP, 04144-020, Brasil",-23.618466,-46.6375661,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
29228602000182,100133954,100133954,GES COMERCIO DE ALIMENTOS LTDA,SERGIO PASTORI,2020303,"R DONA MATILDE,509, SAO PAULO, SP, 03512-000, Brasil",-23.5367367,-46.5254005,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.81385837,0.31257701246621306,-0.0128436914285714,0.0128436914285714,0.8080418852543446,0.27594574008452954,0,0
31600178000105,100137178,100137178,JDN SUPERMERCADO LTDA,SERGIO PASTORI,2020303,"R PRSA ISABEL,245, SAO PAULO, SP, 04601-000, Brasil",-23.6229209,-46.6837518,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.78921949,0.17408999204752665,-0.0012201357142857,0.0012201357142857,0.7824846202035173,0.2316210589055467,0,0
32468305000119,100137167,100137167,DIA XV DE AGOSTO EIRELI,SERGIO PASTORI,2020303,"AV XV DE AGOSTO,911, SOCORRO, SP, 13960-000, Brasil",-22.5814042,-46.5282045,SP,SOCORRO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811000151,156006641,156006641,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AVENIDA DOUTORA RUTH CARDOSO,7221, SAO PAULO, SP, 05425-902, Brasil",-23.5653329,-46.7024923,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811000232,100137224,100137224,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV COCA,857, SAO PAULO, SP, 08030-000, Brasil",-23.503906,-46.4283917,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811000666,100134059,100134059,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV YERVANT KISSAJIKIAN,3628, SAO PAULO, SP, 04428-000, Brasil",-23.6850216,-46.6490746,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811000909,100134087,100134087,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"PRACA MORRO DO CHAPEU,409, SAO PAULO, SP, 02221-130, Brasil",-23.4866209,-46.578351,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.05342617,0.3375682286860284,0.0047040768571428,-0.0047040768571428,0.7694587721216469,0.27573744521196436,0,0
3476811001123,100133915,100133915,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JOAO XXIII,42, SAO PAULO, SP, 03361-000, Brasil",-23.5706799,-46.5398494,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811001395,100133910,100133910,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV OTAVIO BRAGA DE MESQUITA,900, GUARULHOS, SP, 07191-000, Brasil",-23.4566172,-46.5093869,SP,GUARULHOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811001476,100133981,100133981,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"EST DO CAMPO LIMPO,800, SAO PAULO, SP, 05777-000, Brasil",-23.6485459,-46.761516,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,3.4627985,0.45364619605609263,0.0038764374285714,-0.0038764374285714,0.7712785423161079,0.3091654222493802,0,1
3476811001638,100133929,100133929,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAO MIGUEL,6663, SAO PAULO, SP, 08070-002, Brasil",-23.5019775,-46.471602,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811001808,100133862,100133862,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SEN TEOTONIO VILELA,4488, SAO PAULO, SP, 04833-000, Brasil",-23.7390366,-46.7021632,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811001980,100137094,100137094,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R REGO FREITAS,40, SAO PAULO, SP, 01220-010, Brasil",-23.5421803,-46.6466426,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811002014,100134051,100134051,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R HENRY CHARLES POTEL,811, SAO PAULO, SP, 02862-000, Brasil",-23.4705489,-46.6774566,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.91142612,0.41331104108450806,-0.0072529422857143,0.0072529422857143,0.795749239080586,0.30231933546772943,0,1
3476811002448,100134115,100134115,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"EST ITAPECERICA CAMPO LIMPO,77, EMBU DAS ARTES, SP, 06820-405, Brasil",-23.6507488,-46.7930055,SP,EMBU DAS ARTES,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811002529,100133926,100133926,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SYLVIO DE AGUIAR MAYA,850, PEDREIRA, SP, 13920-000, Brasil",-22.7384545,-46.8948572,SP,PEDREIRA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811002600,100133762,100133762,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MANOEL DA NOBREGA,219, DIADEMA, SP, 09910-720, Brasil",-23.6873503,-46.6232552,SP,DIADEMA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811002790,100134176,100134176,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV IMIRIM,2935, SAO PAULO, SP, 02465-300, Brasil",-23.482065,-46.6554564,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.61178529,0.3889339374837482,0.0114536551428571,-0.0114536551428571,0.7546181531691089,0.2875569546183322,0,0
3476811002871,100137096,100137096,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DA GAVEA,301, SAO PAULO, SP, 02121-020, Brasil",-23.5108426,-46.5903897,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811003096,100133837,100133837,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MANOEL VLBOIM,15, FRANCISCO MORATO, SP, 07910-130, Brasil",-23.2791088,-46.7443953,SP,FRANCISCO MORATO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,4.71404184,0.5292400053623131,-0.0034339814285714,0.0034339814285714,0.7873523081203996,0.33376367340446844,0,1
3476811003339,100137097,100137097,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R IBITIRAMA,1310, SAO PAULO, SP, 03134-001, Brasil",-23.5914477,-46.5806531,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.71354466,0.3014739848070763,0.0031555628571428,-0.0031555628571428,0.77286356353881,0.26609749607572397,0,0
3476811003843,100137098,100137098,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV VALENTIM MAGALHAES,664, SANTO ANDRE, SP, 09120-000, Brasil",-23.6756981,-46.4996971,SP,SANTO ANDRE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811003924,100133747,100133747,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R SERRA DE CAPIVARUCU,225, SAO PAULO, SP, 03979-010, Brasil",-23.6191913,-46.51048919999999,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811004068,100134155,100134155,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV GENERAL ATALIBA LEONEL,3487, SAO PAULO, SP, 02242-001, Brasil",-23.4862779,-46.60575009999999,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811004149,100133854,100133854,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MARIA CURSI,1031, SAO PAULO, SP, 03962-000, Brasil",-23.6046189,-46.4801869,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811004491,100133815,100133815,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R ITINGUCU,1446, SAO PAULO, SP, 03658-000, Brasil",-23.5274674,-46.5018521,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811004572,100134165,100134165,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV BOTURUSSU,577, SAO PAULO, SP, 03802-010, Brasil",-23.5021178,-46.4881545,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.95709888,0.32776365553050474,0.0071767954285714,-0.0071767954285714,0.7640218881354124,0.27191013390525554,0,0
3476811004653,100137100,100137100,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R PEDRO SOARES DE ANDRADE,511, SAO PAULO, SP, 08021-040, Brasil",-23.4995849,-46.4358586,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005030,100134181,100134181,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"EST DO ALVARENGA,981, SAO PAULO, SP, 04462-000, Brasil",-23.693368,-46.6658189,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005110,100134153,100134153,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R PADRE ANTONIO D'ANGELO,143, SAO PAULO, SP, 02516-040, Brasil",-23.5093324,-46.6611915,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005200,100134191,100134191,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV CARLOS LACERDA,2175, SAO PAULO, SP, 05789-001, Brasil",-23.6505008,-46.7789657,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005544,100137091,100137091,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R GIOVANNI DA CONEGLIANO,622, SAO PAULO, SP, 04186-020, Brasil",-23.6527786,-46.6010679,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005625,100137101,100137101,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R CANTAGALO,1508, SAO PAULO, SP, 03319-001, Brasil",-23.544463,-46.5594009,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.78429211,0.30934620977894245,0.0115554257142857,-0.0115554257142857,0.7543943853710007,0.2648319363408221,0,0
3476811005706,100134154,100134154,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAPOPEMBA,3921, SAO PAULO, SP, 03374-000, Brasil",-23.5756232,-46.5515749,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811005897,100133895,100133895,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R JOAO BORGES,186, CAMPINAS, SP, 13050-174, Brasil",-22.9523443,-47.0993091,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006192,100133788,100133788,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DR GENTIL DE MOURA,372, SAO PAULO, SP, 04278-000, Brasil",-23.6024825,-46.61116699999999,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006273,100134071,100134071,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JOHN BOYD DUNLOP,7624, CAMPINAS, SP, 13059-587, Brasil",-22.939932,-47.1517263,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006354,100133893,100133893,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MANOEL DOS SANTOS BRAGA,1129, SAO PAULO, SP, 08051-400, Brasil",-23.5074489,-46.4690118,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006435,100133842,100133842,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R VALE FORMOSO,129, SAO PAULO, SP, 03410-030, Brasil",-23.5524219,-46.5526795,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006516,100134044,100134044,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R CONEGO VALADAO,641, GUARULHOS, SP, 07040-000, Brasil",-23.4691574,-46.5444924,SP,GUARULHOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.90725135,0.3225638299295846,0.0081045362857142,-0.0081045362857142,0.7619820201666686,0.27004060869493196,0,0
3476811006605,100133990,100133990,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV MARIA LUIZA AMERICANO,1761, SAO PAULO, SP, 08275-000, Brasil",-23.5669747,-46.474874,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,4.47256932,0.516033399635645,0.0140874431428571,-0.0140874431428571,0.7488271181658561,0.3226800046810048,0,1
3476811006788,100137103,100137103,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAPOPEMBA,656, SAO PAULO, SP, 03345-000, Brasil",-23.5625251,-46.573809,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.20841356,0.35271212752404185,0.0007757008571428,-0.0007757008571428,0.7780962793629049,0.28169458275663717,0,0
3476811006869,100133796,100133796,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV WALDEMAR CARLOS PEREIRA,1251, SAO PAULO, SP, 03533-003, Brasil",-23.5451162,-46.514763,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811006940,100133800,100133800,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R MADRE EDUARDA SHAFERS,46, CAMPINAS, SP, 13060-649, Brasil",-22.940683,-47.114354,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811007083,100134194,100134194,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DEPUTADO EMILIO CARLOS,520, SAO PAULO, SP, 02720-000, Brasil",-23.5001335,-46.6741445,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811007164,100137099,100137099,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JULIO BUONO,398, SAO PAULO, SP, 02201-000, Brasil",-23.495178,-46.5977451,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.92471139,0.19641681223919172,0.0038050729999999,-0.0038050729999999,0.7714354546810533,0.2358848612109031,0,0
3476811007245,100133888,100133888,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV HUMBERTO ALENCAR C BRANCO,4003, SAO BERNARDO DO CAMPO, SP, 09850-305, Brasil",-23.7238404,-46.5782363,SP,SAO BERNARDO DO CAMPO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811007598,100133923,100133923,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PADRE ARLINDO VIEIRA,1900, SAO PAULO, SP, 04166-001, Brasil",-23.6368574,-46.6068615,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811007679,100137213,100137213,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R RAFAEL DE BARROS,288, LEME, SP, 13610-200, Brasil",-22.1830148,-47.385921,SP,LEME,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811007911,100137086,100137086,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R LUIS GOIS,877, SAO PAULO, SP, 04043-300, Brasil",-23.604267,-46.6360488,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811008055,100137077,100137077,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV ST CATARINA,548, SAO PAULO, SP, 04635-001, Brasil",-23.6411141,-46.6676475,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.34750227,0.36569223404811735,0.0025596705714285,-0.0025596705714285,0.7741737802626845,0.2846486382869568,0,0
3476811008136,100133898,100133898,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SOUSA BANDEIRA,541, SAO PAULO, SP, 03559-000, Brasil",-23.5449085,-46.500482,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811008217,100137085,100137085,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DA MOOCA,3336, SAO PAULO, SP, 03165-000, Brasil",-23.5575205,-46.5931499,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811008306,100133950,100133950,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV 26 DE MARCO,989, BARUERI, SP, 06401-050, Brasil",-23.5102336,-46.8844488,SP,BARUERI,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811008640,100133769,100133769,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R FRANCISCA DE PAULA,880, SAO PAULO, SP, 03436-000, Brasil",-23.5604797,-46.5319272,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.23385731,0.35512813887697725,0.0032850442857142,-0.0032850442857142,0.7725788665604928,0.2813348375597655,0,0
3476811008721,100133750,100133750,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R BUARQUE DE MACEDO,512, CAMPINAS, SP, 13073-010, Brasil",-22.8847186,-47.06442999999999,SP,CAMPINAS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811008802,100133878,100133878,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R SINHARINHA FROTA,494, CAPIVARI, SP, 13360-000, Brasil",-22.9969253,-47.50579,SP,CAPIVARI,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811009027,100137084,100137084,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PE ANTONIO JOSE DOS SANTOS,509, SAO PAULO, SP, 04563-011, Brasil",-23.6060302,-46.6920773,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.7185834,0.30204140743145474,0.0050196962857142,-0.0050196962857142,0.7687648046654342,0.2654804473377304,0,0
3476811009299,100134107,100134107,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R SAO FELIX DO PIAUI,1245, SAO PAULO, SP, 08295-055, Brasil",-23.553477,-46.45597160000001,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,3.42583639,0.45110242064524503,-0.0038695022857143,0.0038695022857143,0.7883099085530697,0.31167640584231143,0,1
3476811009450,100133761,100133761,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"RODOVIA DOS ANDRADAS,958, VALINHOS, SP, 13277-650, Brasil",-22.9844643,-46.9910915,SP,VALINHOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811009612,100137082,100137082,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV JOAO PAULO I,1935, SAO PAULO, SP, 02842-280, Brasil",-23.4769638,-46.6852102,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,0.16837245,0.04374174830714431,,,0.0,0.02913306493420279,0,0
3476811009884,100137080,100137080,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV NOSSA SA DO SABARA,3661, SAO PAULO, SP, 04447-020, Brasil",-23.6852369,-46.6805591,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.84580125,0.31602958604305736,0.0097464788571428,-0.0097464788571428,0.7583718029037477,0.26749240790731676,0,0
3476811009965,100137076,100137076,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R ADRIATICO,143, SANTO ANDRE, SP, 09172-180, Brasil",-23.6944807,-46.5109692,SP,SANTO ANDRE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.5794628,0.3861844101805402,0.0232644799999999,-0.0232644799999999,0.7286491305427611,0.2818392250379119,0,0
3476811010033,100133930,100133930,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DA SAUDADE,863, COSMOPOLIS, SP, 13150-000, Brasil",-22.63567,-47.1778984,SP,COSMOPOLIS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,3.23015326,0.4372710495997728,-0.0130195331428571,0.0130195331428571,0.8084285167988958,0.3115570006610588,0,1
3476811010548,100137079,100137079,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R DA CONSOLACAO,3064, SAO PAULO, SP, 01416-000, Brasil",-23.5595243,-46.6671663,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,2.550786,0.38372413934287525,0.0065529122857142,-0.0065529122857142,0.7653936496888197,0.28811950648692847,0,0
3476811010700,100133987,100133987,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DR TIMOTEO PENTEADO,2856, GUARULHOS, SP, 07061-000, Brasil",-23.4515967,-46.55134590000001,SP,GUARULHOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811010890,100133826,100133826,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R CIDADE DE WASHINGTON,54, SAO JOSE DOS CAMPOS, SP, 12223-600, Brasil",-23.1756789,-45.821468,SP,SAO JOSE DOS CAMPOS,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811011196,100137072,100137072,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R JULIO DE CASTILHOS,985, SAO PAULO, SP, 03059-005, Brasil",-23.5403012,-46.591568,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811011277,100134010,100134010,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAPOPEMBA,15814, SAO PAULO, SP, 03989-000, Brasil",-23.6256277,-46.4624327,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811011358,100133817,100133817,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV PA CICERO CANUTO DE LIMA,463, SAO PAULO, SP, 03901-000, Brasil",-23.5801369,-46.50540220000001,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,1.49271631,0.2755116277303526,0.0069927419999999,-0.0069927419999999,0.7644265751669147,0.2570951965181976,0,0
3476811011439,100133831,100133831,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV DO ORATORIO,5994, SAO PAULO, SP, 03220-300, Brasil",-23.6086665,-46.5240477,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811011510,100137212,100137212,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R 9 DE JULHO,867, SALTO, SP, 13322-000, Brasil",-23.2011932,-47.2892986,SP,SALTO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811011781,100133829,100133829,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"AV SAO PAULO,529, SANTO ANDRE, SP, 09111-410, Brasil",-23.6686037,-46.48780259999999,SP,SANTO ANDRE,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811012320,100134145,100134145,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R PORTO DO,70, CACAPAVA, SP, 12288-560, Brasil",-23.0906286,-45.7093669,SP,CACAPAVA,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
3476811012400,100137071,100137071,DIA BRASIL SOCIEDADE LIMITADA,SERGIO PASTORI,2020303,"R NAPOLEAO DE BARROS,1375, SAO PAULO, SP, 04024-003, Brasil",-23.6034267,-46.6442207,SP,SAO PAULO,GUSTAVO OLIVEIRA,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,0,0
